date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:48:24	298965/298965	---M--	200	added ('OK')	image/png	etag:%225d60fd2cb1727679ad78da3975d79a05-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-22.png	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-22.png	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:24	59632/59632	---M--	200	added ('OK')	image/png	etag:%22ea4943bf54acd2cf84c27aa9d7af9b1b-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-23.png	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-23.png	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:26	353872/353872	---M--	200	added ('OK')	image/png	etag:%228bda13ca761dc6249f854f9dc2c8d93f-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-5.png	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-5.png	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:27	72207/72207	---M--	200	added ('OK')	image/png	etag:%220e991ec92ec834d753e562152e72f108-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-6.png	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-6.png	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:28	237141/237141	---M--	200	added ('OK')	image/png	etag:%2267d1f217305b5f96f62d0c6ab1138b67-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-24.png	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-24.png	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:29	36096/36096	---M--	200	added ('OK')	image/png	etag:%22dd25bbb7dc729355ed8db70c257b96b6-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-25.png	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/Play-Video-Section-25.png	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:30	33712/33712	---M--	200	added ('OK')	image/webp	etag:%2246b1d4f151fab5b8bb6b1683cb9dd377-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/play_video_section-6.webp	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/play_video_section-6.webp	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:31	7250/7250	---M--	200	added ('OK')	image/webp	etag:%22ddffda061980305cf1d088a2d00d098e-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/play_video_section-7.webp	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/2024/07/play_video_section-7.webp	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:34	445495/445495	---MCZ	200	added ('OK')	text/html	etag:%22d0e350d375b93edfec3390a6e24ecb1d-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index-2.html	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index-2.html	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:34	415159/415159	---MCZ	200	added ('OK')	text/html	etag:%221d0675b1e88945f53910d8fdd001d267-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/feed/index.html	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/feed/index.html	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:35	9583/9583	---MCZ	200	added ('OK')	text/html	etag:%22d8bce24d139726f93b784aa3baba94f2-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/comments/feed/index.html	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/comments/feed/index.html	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:36	43154/43154	---MCZ	200	added ('OK')	text/css	etag:%225e72d3fc44bb675293a3a441b1d422f7-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/themes/astra/assets/css/minified/main.min95379537.css?ver=4.8.8	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/themes/astra/assets/css/minified/main.min953795379537.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:37	294/294	---M--	200	added ('OK')	text/css	etag:%22f5b1ecb6992549448708fa43a0e7a1d3-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/digital-signature-for-contact-form-7/assets/css/frontabfbabfb.css?ver=1734727721	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/digital-signature-for-contact-form-7/assets/css/frontabfbabfbabfb.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:38	122165/122165	---MCZ	200	added ('OK')	text/css	etag:%22f005d4d00e1753c263818f4b849f96a1-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/g-business-reviews-rating/wp/css/cssabfbabfb.css?ver=1734727721	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/g-business-reviews-rating/wp/css/cssabfbabfbabfb.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:39	60819/60819	---MCZ	200	added ('OK')	text/css	etag:%2280e7192bf0504bb62623b945a83f919a-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-frontend.min418e418e.css?ver=1731332062	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-frontend.min418e418e418e.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:40	16223/16223	---MCZ	200	added ('OK')	text/css	etag:%223f45001c6c96164e29ee9e77d06781cd-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.minabfbabfb.css?ver=1734727721	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.minabfbabfbabfb.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:41	10260/10260	---MCZ	200	added ('OK')	text/css	etag:%2217569909d8fa088f52f133e0055380d6-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:42	4185/4185	---MCZ	200	added ('OK')	text/css	etag:%22a50f67e2a99594858c13a57ec1f109bd-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/post-6418e418e.css?ver=1731332062	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/post-6418e418e418e.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:44	470406/470406	---MCZ	200	added ('OK')	text/css	etag:%22fbbea85d8715e97021588a5d403d780a-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-pro-frontend.min418e418e.css?ver=1731332062	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-pro-frontend.min418e418e418e.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:45	60607/60607	---MCZ	200	added ('OK')	text/css	etag:%225dbf7b6e41400e5a0a6991d246d2b761-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minabfbabfb.css?ver=1734727721	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minabfbabfbabfb.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:46	26702/26702	---MCZ	200	added ('OK')	text/css	etag:%226ef1631f365da70903ab45725174b137-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:47	140617/140617	---MCZ	200	added ('OK')	text/css	etag:%22d7cff89134dc16e78906813807e7dcda-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/globald0e5d0e5.css?ver=1731332063	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/globald0e5d0e5d0e5.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:48	600/600	---M--	200	added ('OK')	text/css	etag:%22b43b49a831bd4fafa4258ce2aa63a053-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-heading.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-heading.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:49	704/704	---M--	200	added ('OK')	text/css	etag:%22842848c51de6fee600fe405e1c6ac5f9-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-text-editor.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-text-editor.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:50	540/540	---M--	200	added ('OK')	text/css	etag:%223be861a2db9792ca47a3a08da6f23ac5-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-image-carousel.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-image-carousel.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:51	10062/10062	---MCZ	200	added ('OK')	text/css	etag:%22e4bbcb11df5bb0d04ee5eba166aeb200-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-widget-icon-box.min418e418e.css?ver=1731332062	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-widget-icon-box.min418e418e418e.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:52	254/254	---M--	200	added ('OK')	text/css	etag:%22e7d42c392ae384158138e7deb2348b98-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-image.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/css/widget-image.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:53	153/153	---M--	200	added ('OK')	text/css	etag:%22a0eab9d03f239778e0fb7cd89aada168-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:55	9897/9897	---MCZ	200	added ('OK')	text/css	etag:%22b026db67ce4965bdfabefb5a89c29129-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-widget-icon-list.min418e418e.css?ver=1731332062	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/custom-widget-icon-list.min418e418e418e.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:55	130/130	---M--	200	added ('OK')	text/css	etag:%223ca833b0b05b7cb2d27b4afcbdcc1279-ssl%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.minf9f0f9f0.css?ver=3.24.5	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.minf9f0f9f0f9f0.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
13:48:57	98011/98011	---MCZ	200	added ('OK')	text/css	etag:%220e60d72148874fe5ade27923f181486b-ssl-df%22	https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/post-11fdadfdad.css?ver=1732517329	C:/My%20Web%20Sites/Cr8tive%20Squad/teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/wp-content/uploads/elementor/css/post-11fdadfdadfdad.css	(from https://teal-stroopwafel-329b3f.netlify.app/celebrated-faloodeh-edab9f.netlify.app/index.html)
